V1,V2,n
dialysis,coronary artery disease,1
dialysis,diabetes duration,1
dialysis,hba1c,4
dialysis,heart failure,1
dialysis,peripheral vascular disease,1
dialysis,phosphate,2
dialysis,stroke,1
dialysis,triglycerides,2
dialysis,ultrafiltration volume,2
diastolic blood pressure,ACEI/ARB,1
diastolic blood pressure,ARBs,1
diastolic blood pressure,ApoAI,1
diastolic blood pressure,RCT,1
diastolic blood pressure,albumin,3
diastolic blood pressure,albumin excretion rate,3
diastolic blood pressure,albumin to creatinine ratio,1
diastolic blood pressure,alcohol use,3
diastolic blood pressure,alphaglucosidase inhibitor,1
diastolic blood pressure,angina,1
diastolic blood pressure,ankle-brachial index (ABI),1
diastolic blood pressure,antidiabetic medication,1
diastolic blood pressure,antihypertensive use,7
diastolic blood pressure,antiplatelet therapy,5
diastolic blood pressure,apoAI/apoB ratio,1
diastolic blood pressure,apoB,1
diastolic blood pressure,aspirin therapy,1
diastolic blood pressure,beta-blocker,1
diastolic blood pressure,blood glucose,2
diastolic blood pressure,blood pressure,4
diastolic blood pressure,bmi,6
diastolic blood pressure,bnp,2
diastolic blood pressure,c-reactive protein,5
diastolic blood pressure,cardiovascular disease,7
diastolic blood pressure,cholesterol,48
diastolic blood pressure,chronic kidney disease,1
diastolic blood pressure,cimt,1
diastolic blood pressure,clopidigrel,1
diastolic blood pressure,complete revascularization,1
diastolic blood pressure,coronary artery disease,4
diastolic blood pressure,coronary heart disease,4
diastolic blood pressure,creatinine,9
diastolic blood pressure,dcb use,1
diastolic blood pressure,diabetes,2
diastolic blood pressure,diabetes duration,6
diastolic blood pressure,diabetes treatment,6
diastolic blood pressure,dialysis,2
diastolic blood pressure,dipeptidyl peptidase 4 inhibitor at discharge,1
diastolic blood pressure,ecg abnormalities,7
diastolic blood pressure,egfr,10
diastolic blood pressure,fibrinogen,3
diastolic blood pressure,glycemic control,2
diastolic blood pressure,hba1c,20
diastolic blood pressure,heart failure,4
diastolic blood pressure,heart rate,1
diastolic blood pressure,height,1
diastolic blood pressure,homair,1
diastolic blood pressure,homocysteine,1
diastolic blood pressure,hyperlipidemia,5
diastolic blood pressure,hypertension,3
diastolic blood pressure,idf metabolic syndrome,1
diastolic blood pressure,insulin (measurment),2
diastolic blood pressure,insulin treatment,2
diastolic blood pressure,left ventricular ejection fraction,2
diastolic blood pressure,lipid profile,1
diastolic blood pressure,lipidlowering therapy,6
diastolic blood pressure,lm treatment,1
diastolic blood pressure,medication use,1
diastolic blood pressure,microalbuminuria,1
diastolic blood pressure,myocardial infarction,2
diastolic blood pressure,nephropathy,1
diastolic blood pressure,percutaneous coronary intervention,2
diastolic blood pressure,peripheral artery disease,4
diastolic blood pressure,peripheral vascular disease,2
diastolic blood pressure,peripherovascular morbidity,1
diastolic blood pressure,phosphate,1
diastolic blood pressure,physical activity,1
diastolic blood pressure,proteinuria,1
diastolic blood pressure,pulse pressure,1
diastolic blood pressure,race/ethnicity,2
diastolic blood pressure,ratio between total,1
diastolic blood pressure,retinopathy,2
diastolic blood pressure,sensory neuropathy presentabsent,1
diastolic blood pressure,significant proximal lad disease,1
diastolic blood pressure,smoking,10
diastolic blood pressure,socioeconomic variables,3
diastolic blood pressure,statins,3
diastolic blood pressure,stroke,6
diastolic blood pressure,sulfonylurea,1
diastolic blood pressure,syntax score,1
diastolic blood pressure,the presence of total occlusion,1
diastolic blood pressure,the use of drugs yesno,1
diastolic blood pressure,triglycerides,15
diastolic blood pressure,ultrafiltration volume,1
diastolic blood pressure,uric acid,1
diastolic blood pressure,waist measurements,2
diastolic blood pressure,white blood cell count,1
dipeptidyl peptidase 4 inhibitor at discharge,insulin (measurment),1
dipyridamole stress test,ischemia,1
dipyridamole stress test,left ventricular ejection fraction,1
disease duration,bmi,1
disease duration,cardiovascular disease,1
disease duration,cholesterol,2
disease duration,creatinine,1
disease duration,diabetes duration,1
disease duration,hba1c,1
disease duration,smoking,1
disease duration,systolic blood pressure,1
disease duration,triglycerides,1
distal polyneuropathy,ankle-brachial index (ABI),1
diuretic therapy,ACE inhibitors,1
diuretic therapy,acute coronary syndrome,1
diuretic therapy,beta-blocker,1
diuretic therapy,bnp,1
diuretic therapy,insulin treatment,1
diuretic therapy,monocyte chemoattractant protin1 m,1
diuretic therapy,pioglitazone treatment,1
diuretic therapy,statins,1
dpucmgp,renin-angiotensin system inhibitors,1
dpucmgp,statins,1
drug use,biomarkers,1
duration,RCT,1
duration,blood glucose,1
duration,cardiovascular disease,2
duration,cardiovascular risk factors,1
duration,chronic kidney disease,1
duration,other complications,1
dyslipidaemia,autonomic nervous function,1
dyslipidaemia,smoking,1
ecg abnormalities,ACEI/ARB,2
ecg abnormalities,age,2
ecg abnormalities,alphaglucosidase inhibitor,1
ecg abnormalities,antidiabetic medication,2
ecg abnormalities,antiplatelet therapy,2
ecg abnormalities,atrial fibrillation,2
ecg abnormalities,beta-blocker,2
ecg abnormalities,blood glucose,2
ecg abnormalities,bnp,1
ecg abnormalities,c-reactive protein,1
ecg abnormalities,cardiovascular disease,1
ecg abnormalities,cerebrovascular disease,1
ecg abnormalities,cholesterol,11
ecg abnormalities,cimt,1
ecg abnormalities,clopidigrel,2
ecg abnormalities,complete revascularization,1
ecg abnormalities,coronary anatomy,1
ecg abnormalities,coronary artery calcium score,1
ecg abnormalities,coronary heart disease,1
ecg abnormalities,creatinine,3
ecg abnormalities,dcb use,1
ecg abnormalities,diabetes,1
ecg abnormalities,diastolic blood pressure,3
ecg abnormalities,dipeptidyl peptidase 4 inhibitor at discharge,1
ecg abnormalities,dpucmgp,1
ecg abnormalities,echocardiographic variables,1
ecg abnormalities,egfr,5
ecg abnormalities,fasting plasma glucose,1
ecg abnormalities,gender,1
ecg abnormalities,glycated hemoglobin,1
ecg abnormalities,glycemic control,1
ecg abnormalities,hba1c,3
ecg abnormalities,heart failure,1
ecg abnormalities,heart rate,1
ecg abnormalities,hypertension,4
ecg abnormalities,insulin (measurment),2
ecg abnormalities,insulin treatment,3
ecg abnormalities,interleukin 6,1
ecg abnormalities,left bundle branch block,1
ecg abnormalities,left ventricular ejection fraction,4
ecg abnormalities,lm treatment,1
ecg abnormalities,macroalbuminuria,1
ecg abnormalities,neuropathy,1
ecg abnormalities,percutaneous coronary intervention,1
ecg abnormalities,peripheral artery disease,2
ecg abnormalities,peripherovascular morbidity,1
ecg abnormalities,proteinuria,2
ecg abnormalities,renin-angiotensin system inhibitors,1
ecg abnormalities,significant proximal lad disease,3
ecg abnormalities,sodium concentration,2
ecg abnormalities,statins,5
ecg abnormalities,sulfonylurea,1
ecg abnormalities,syntax score,1
ecg abnormalities,systolic blood pressure,4
ecg abnormalities,the presence of total occlusion,3
ecg abnormalities,triglycerides,1
ecg abnormalities,uric acid,1
echolucent plaque,antiaggregating agents,1
egfr,ACE inhibitors,2
egfr,ACEI/ARB,1
egfr,ARBs,2
egfr,RCT,3
egfr,age,2
egfr,albumin,8
egfr,albumin excretion rate,3
egfr,albumin to creatinine ratio,2
egfr,alcohol use,1
egfr,alphaglucosidase inhibitor,1
egfr,antihypertensive use,3
egfr,antiplatelet therapy,8
egfr,aspirin therapy,3
egfr,beta-blocker,2
egfr,biomarkers (general),1
egfr,blood glucose,4
egfr,blood pressure,1
egfr,bmi,5
egfr,bnp,3
egfr,c-reactive protein,7
egfr,calcium channel blockers,2
egfr,cardiovascular disease,4
egfr,cardiovascular risk factors,1
egfr,cerebrovascular disease,1
egfr,cholesterol,27
egfr,chronic kidney disease,1
egfr,cimt,3
egfr,combined alox12 genotypes,1
egfr,complete revascularization,1
egfr,complex lesions,1
egfr,coronary heart disease,1
egfr,creatinine,4
egfr,dcb use,1
egfr,diabetes,1
egfr,diabetes duration,6
egfr,diabetes treatment,4
egfr,diastolic blood pressure,3
egfr,dipeptidyl peptidase 4 inhibitor at discharge,1
egfr,diuretic therapy,1
egfr,dpucmgp,1
egfr,ecg abnormalities,1
egfr,gender,1
egfr,glycemic control,1
egfr,hba1c,22
egfr,heart failure,1
egfr,height,1
egfr,hemoglobin,1
egfr,history of coronary disease,1
egfr,hyperlipidemia,2
egfr,hypertension,5
egfr,incretins,1
egfr,inflammatory markers,1
egfr,insulin (measurment),3
egfr,insulin treatment,7
egfr,interleukin 6,1
egfr,ischemic heart disease,1
egfr,left ventricular ejection fraction,3
egfr,lipidlowering therapy,3
egfr,lm treatment,1
egfr,lung disease,1
egfr,macroalbuminuria,1
egfr,macroangiopathy,1
egfr,macrovascular complications,1
egfr,metformin,1
egfr,microalbuminuria,2
egfr,multivessel coronary disease,1
egfr,myocardial infarction,3
egfr,neuropathy,1
egfr,nterminal probrain natriuretic peptide,1
egfr,parathyroid harmone (PTH),1
egfr,peripheral artery disease,3
egfr,peripherovascular morbidity,1
egfr,phosphate,2
egfr,prior coronary artery bypass,1
egfr,pro btype natriuretic peptide quartiles,1
egfr,progressive arterial stiffness defined as a bapwv of 1730 or greater,1
egfr,proteinuria,2
egfr,renin-angiotensin system inhibitors,2
egfr,retinopathy,4
egfr,secretagogues,1
egfr,sensory neuropathy,1
egfr,sensory neuropathy presentabsent,1
egfr,smoking,11
egfr,sociodemographics,2
egfr,statins,6
egfr,stent,1
egfr,stroke,3
egfr,study treatment,1
egfr,sulfonylurea,2
egfr,syntax score,1
egfr,systolic blood pressure,9
egfr,the use of drugs yesno,1
egfr,treatment,1
egfr,triglycerides,6
egfr,troponin,2
egfr,urinary acr,3
egfr,urinary protein log,1
egfr,use of sulfonamides,1
egfr,waist measurements,1
ejection fraction,angina,1
ejection fraction,atrial fibrillation,2
ejection fraction,blood glucose,1
ejection fraction,bmi,2
ejection fraction,bnp,1
ejection fraction,cholesterol,2
ejection fraction,creatinine,2
ejection fraction,hba1c,1
ejection fraction,heart rate,1
ejection fraction,pacemaker implantation,1
ejection fraction,systolic blood pressure,1
ejection fraction 40,ACE inhibitors,1
ejection fraction 40,ARBs,1
ejection fraction 40,acute coronary syndrome,1
ejection fraction 40,andor nitroglycerin,1
ejection fraction 40,antialdosterone,1
ejection fraction 40,anticoagulants,1
ejection fraction 40,antiplatelet therapy,1
ejection fraction 40,aspirin therapy,1
ejection fraction 40,atrial fibrillation,1
ejection fraction 40,blockers,1
ejection fraction 40,bnp,1
ejection fraction 40,c-reactive protein,1
ejection fraction 40,chronic kidney disease,1
ejection fraction 40,clopidogrel,1
ejection fraction 40,diuretic therapy,1
ejection fraction 40,insulin treatment,1
ejection fraction 40,monocyte chemoattractant protin1 m,1
ejection fraction 40,nitrates,1
ejection fraction 40,statins,1
endothelial dysfunction,autonomic dysfunction,1
expected costs,bmi,1
expected costs,hba1c,1
expected costs,physical activity,1
expected costs,smoking,1
family history of diabetes,bmi,1
family history of diabetes,cardiovascular disease,1
family history of diabetes,cholesterol,1
family history of diabetes,lowdensity lipoprotein,1
family history of diabetes,smoking,1
family history of diabetes,systolic blood pressure,1
family history of diabetes,triglycerides,1
fasting plasma glucose,cholesterol,2
fasting plasma glucose,diastolic blood pressure,1
fasting plasma glucose,glycemic control,1
fasting plasma glucose,hba1c,2
fasting plasma glucose,neuropathy,1
fasting plasma glucose,peripheral artery disease,1
fasting plasma glucose,systolic blood pressure,1
fasting plasma glucose,triglycerides,1
fasting status at blood draw,alcohol use,1
fasting status at blood draw,alternative healthy eating index ahei diet quality score quintiles,1
fasting status at blood draw,bmi,1
fasting status at blood draw,cholesterol,1
fasting status at blood draw,hormone therapy,1
fasting status at blood draw,hypertension,1
fasting status at blood draw,menopausal status pre post uncertain missing,1
fasting status at blood draw,myocardial infarction,1
fasting status at blood draw,physical activity,1
fasting status at blood draw,smoking,1
fasting status at blood draw,white blood cell count,1
fasting status yes or no,aspirin therapy,1
fasting status yes or no,hba1c,1
fasting status yes or no,hypertension,1
fibrates,antidepressants,1
fibrates,gliclazide,1
fibrates,rosiglitazone during followup,1
fibrates,years of enrolment,1
fibrinogen,albumin excretion rate,1
fibrinogen,albumin to creatinine ratio,1
fibrinogen,ankle-brachial index (ABI),1
fibrinogen,bmi,1
fibrinogen,c-reactive protein,1
fibrinogen,cholesterol,1
fibrinogen,coronary artery disease,1
fibrinogen,creatinine,2
fibrinogen,ecg abnormalities,1
fibrinogen,hba1c,1
fibrinogen,heart rate,1
fibrinogen,homocysteine,1
fibrinogen,homocysteine at baseline,1
fibrinogen,insulin treatment,1
fibrinogen,microalbuminuria,1
fibrinogen,peripheral arterial occlusive disease,1
fibrinogen,physical activity,1
fibrinogen,stroke,1
fibrinogen,white blood cell count,1
final timi flow,left ventricular ejection fraction,1
final timi flow,stent,1
folate,cholesterol,1
folate,diabetes duration,1
folate,hba1c,1
folate,hypertension,1
folate,smoking,1
fpi,Serum 25-hydroxyvitamin D,1
fpi,glycemic control,1
fpi,lipid profile,1
fpi,systolic blood pressure,1
frailty effect for cohort,cardiovascular disease,1
frailty effect for cohort,kidney function,1
frailty effect for cohort,lowdensity lipoprotein,1
frailty effect for cohort,microalbuminuria,1
frailty effect for cohort,smoking,1
frailty effect for cohort,systolic blood pressure,1
gamma frailty,antihypertensive use,1
gamma frailty,aspirin therapy,1
gamma frailty,cardiovascular risk factors,1
gamma frailty,lipidlowering therapy,1
gastrointestinal bleeding in past 5 years,diabetes,1
gastrointestinal bleeding in past 5 years,egfr,1
gastrointestinal bleeding in past 5 years,lung disease,1
gastrointestinal bleeding in past 5 years,systolic blood pressure,1
ge,bmi,1
ge,diabetes treatment,1
ge,egfr,1
ge,gender,1
ge,hyperlipidemia,1
ge,hypertension,1
ge,myocardial infarction,1
ge,prior coronary artery bypass,1
ge,progressive arterial stiffness defined as a bapwv of 1730 or greater,1
